sample_id,usgs_event_id,event_date,year,month,area,place_name,latitude,longitude,depth_km,magnitude,magnitude_type,review_status,locationSource,magSource,year_earthquake_count,year_max_magnitude,year_avg_magnitude,year_min_depth_km,year_avg_depth_km,year_major_earthquake_flag,noaa_significant_event_count,noaa_deaths_sum,noaa_injuries_sum,noaa_damage_million_usd_sum,noaa_houses_destroyed_sum,noaa_houses_damaged_sum,noaa_max_intensity,noaa_max_magnitude,gdp_real_million_2017usd,gdp_current_million_usd,industry_total_million_usd,industry_agriculture_million_usd,industry_construction_million_usd,industry_manufacturing_million_usd,industry_private_services_million_usd,industry_agriculture_share,industry_construction_share,industry_manufacturing_share,industry_private_services_share,has_noaa_loss_record,major_event_flag,shallow_event_flag,very_shallow_event_flag,event_severity_score,gdp_pre_1y,gdp_pre_2y,gdp_pre_3y,gdp_event_year,gdp_post_1y,gdp_post_2y,gdp_post_3y,gdp_change_event_vs_pre,gdp_growth_pre_1y,gdp_growth_pre_2y,gdp_growth_pre_3y,gdp_decline_from_pre_pct,gdp_growth_next_1y,gdp_growth_next_3y,recovery_cycle_years,recovered_within_horizon,recovery_target_note,damage_to_gdp_ratio,casualties_sum,houses_affected_sum
97,usp000b0cj,2002-03-15,2002.0,3.0,AK,"107 km SE of Atka, Alaska",51.475,-173.164,33.0,4.6,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,54.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
98,usp000b0fn,2002-03-17,2002.0,3.0,AK,"100 km SE of Atka, Alaska",51.528,-173.223,33.0,4.5,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,53.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
99,usp000b0hv,2002-03-18,2002.0,3.0,AK,"16 km ENE of Adak, Alaska",51.952,-176.424,21.5,4.6,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,54.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
100,ak0023la8bw8,2002-03-19,2002.0,3.0,AK,"45 km ENE of Port Alsworth, Alaska",60.3046,-153.5174,189.9,4.5,mb,reviewed,ak,ak,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,0,0,50.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
101,usp000b1gz,2002-04-01,2002.0,4.0,OR,off the coast of Oregon,44.134,-128.871,10.0,4.5,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147432.8,120556.1,120556.1,2778.9,5349.2,20610.4,74271.7,0.023050679310296203,0.04437104385427199,0.17096107123571516,0.6160758352335551,0,0,1,1,48.0,144486.5,145094.2,133761.7,147432.8,154445.3,163046.1,168734.4,0.02039152446768375,0.02039152446768375,-0.004188313523214654,0.08472156080552205,0.0,0.04756404273675872,0.14448345280019106,0,1,0,0.0,0.0,0.0
102,usp000b1xg,2002-04-07,2002.0,4.0,AK,"129 km WSW of Adak, Alaska",51.267,-178.22,33.0,4.8,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,56.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
103,usp000b2h3,2002-04-16,2002.0,4.0,AK,"123 km SW of Nikolski, Alaska",52.055,-169.951,33.0,5.3,mwc,reviewed,us,hrv,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,61.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
104,usp000b2jd,2002-04-17,2002.0,4.0,AK,"167 km WSW of Adak, Alaska",51.303,-178.868,46.5,4.6,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,54.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
105,ld2002042000,2002-04-20,2002.0,4.0,NY,"8 km NNW of Au Sable Forks, New York",44.5123333,-73.6973333,4.83,5.3,mlg,reviewed,ld,ld,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5.2,1228580.8,885386.2,885386.2,1526.6,27698.4,63442.6,691369.9,0.001724219329372877,0.03128397528671669,0.07165528443971682,0.7808681680378574,1,0,1,1,61.0,1240755.2,1217036.4,1172149.8,1228580.8,1236563.1,1269433.1,1301438.0,-0.009812088637629652,-0.009812088637629652,0.019488981594963015,0.03829425215104747,0.009812088637629652,0.00649717137041377,0.05930191974349587,2,1,2,0.0,0.0,0.0
106,usp000b31p,2002-04-24,2002.0,4.0,AK,"123 km SW of Adak, Alaska",51.085,-177.879,33.0,5.6,mwc,reviewed,us,hrv,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,64.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
107,nc21223451,2002-04-29,2002.0,4.0,CA,"15 km W of Ferndale, California",40.6021667,-124.4496667,28.697,4.6,mw,reviewed,nc,nc,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1821509.5,1419321.8,1419321.8,18736.9,59866.3,162473.6,984763.4,0.01320130501764998,0.04217951136944419,0.1144727009759168,0.6938267276666926,0,0,1,0,49.0,1784567.7,1784320.6,1655438.5,1821509.5,1895287.6,1956745.5,2042141.0,0.020700699670850285,0.020700699670850285,0.00013848408184037123,0.07785375294823703,0.0,0.04050382388892295,0.1211256378295035,0,1,0,0.0,0.0,0.0
108,nc21254601,2002-05-14,2002.0,5.0,CA,"5 km SSW of Gilroy, California",36.9668333,-121.5983333,6.791,4.9,mw,reviewed,nc,nc,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1821509.5,1419321.8,1419321.8,18736.9,59866.3,162473.6,984763.4,0.01320130501764998,0.04217951136944419,0.1144727009759168,0.6938267276666926,0,0,1,1,52.0,1784567.7,1784320.6,1655438.5,1821509.5,1895287.6,1956745.5,2042141.0,0.020700699670850285,0.020700699670850285,0.00013848408184037123,0.07785375294823703,0.0,0.04050382388892295,0.1211256378295035,0,1,0,0.0,0.0,0.0
109,usp000b4bp,2002-05-15,2002.0,5.0,OR,"218 km W of Bandon, Oregon",43.41,-127.076,10.0,5.4,mwc,reviewed,us,hrv,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147432.8,120556.1,120556.1,2778.9,5349.2,20610.4,74271.7,0.023050679310296203,0.04437104385427199,0.17096107123571516,0.6160758352335551,0,0,1,1,57.0,144486.5,145094.2,133761.7,147432.8,154445.3,163046.1,168734.4,0.02039152446768375,0.02039152446768375,-0.004188313523214654,0.08472156080552205,0.0,0.04756404273675872,0.14448345280019106,0,1,0,0.0,0.0,0.0
110,usp000b4ye,2002-05-25,2002.0,5.0,AK,"154 km SE of King Cove, Alaska",53.914,-160.972,33.0,4.9,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,57.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
111,usp000b4zk,2002-05-26,2002.0,5.0,AK,"156 km SSE of King Cove, Alaska",53.814,-161.19,33.0,4.7,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,55.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
112,ak0027g03kfp,2002-06-11,2002.0,6.0,AK,"13 km SE of Skwentna, Alaska",61.9033,-151.2085,68.3,4.5,mb,reviewed,ak,ak,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,53.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
113,ak0027ocrz1o,2002-06-16,2002.0,6.0,AK,"51 km ENE of Ugashik, Alaska",57.7675,-156.6695,10.0,4.5,mb,reviewed,ak,ak,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,1,53.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
114,nc21231051,2002-06-17,2002.0,6.0,CA,"29 km WNW of Fields Landing, California",40.8098333,-124.552,17.195,5.2,mw,reviewed,nc,nc,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1821509.5,1419321.8,1419321.8,18736.9,59866.3,162473.6,984763.4,0.01320130501764998,0.04217951136944419,0.1144727009759168,0.6938267276666926,0,0,1,1,55.0,1784567.7,1784320.6,1655438.5,1821509.5,1895287.6,1956745.5,2042141.0,0.020700699670850285,0.020700699670850285,0.00013848408184037123,0.07785375294823703,0.0,0.04050382388892295,0.1211256378295035,0,1,0,0.0,0.0,0.0
115,nm605053,2002-06-18,2002.0,6.0,IN,"6 km SW of Parkers Settlement, Indiana",38.0001667,-87.7563333,16.05,4.6,mw,reviewed,nm,nm,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280723.0,213419.6,213419.6,1888.2,9292.0,62010.9,118545.0,0.008847359848861116,0.04353864406080791,0.2905585991164823,0.5554550753539037,0,0,1,1,49.0,273884.4,278990.4,268864.3,280723.0,293045.2,303819.8,306344.6,0.024968928496840185,0.024968928496840185,-0.01830170500490339,0.037662493681757066,0.0,0.04389451523387828,0.09127004199869614,0,1,0,0.0,0.0,0.0
116,usp000b6fs,2002-06-19,2002.0,6.0,AK,"198 km WSW of Adak, Alaska",51.2,-179.28,33.0,4.7,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,55.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
117,uw10569358,2002-06-29,2002.0,6.0,OR,"6 km ENE of Government Camp, Oregon",45.3348333,-121.6863333,4.915,4.5,md,reviewed,uw,uw,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147432.8,120556.1,120556.1,2778.9,5349.2,20610.4,74271.7,0.023050679310296203,0.04437104385427199,0.17096107123571516,0.6160758352335551,0,0,1,1,48.0,144486.5,145094.2,133761.7,147432.8,154445.3,163046.1,168734.4,0.02039152446768375,0.02039152446768375,-0.004188313523214654,0.08472156080552205,0.0,0.04756404273675872,0.14448345280019106,0,1,0,0.0,0.0,0.0
118,ak0028jvqcwp,2002-07-05,2002.0,7.0,AK,"77 km E of Cantwell, Alaska",63.5204,-147.4295,0.0,5.1,mw,reviewed,ak,ak,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,1,59.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
119,usp000b7tv,2002-07-09,2002.0,7.0,OR,"228 km W of Bandon, Oregon",43.519,-127.169,10.0,5.9,mwb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147432.8,120556.1,120556.1,2778.9,5349.2,20610.4,74271.7,0.023050679310296203,0.04437104385427199,0.17096107123571516,0.6160758352335551,0,0,1,1,62.0,144486.5,145094.2,133761.7,147432.8,154445.3,163046.1,168734.4,0.02039152446768375,0.02039152446768375,-0.004188313523214654,0.08472156080552205,0.0,0.04756404273675872,0.14448345280019106,0,1,0,0.0,0.0,0.0
120,usp000b8wu,2002-07-28,2002.0,7.0,AK,"133 km SW of Adak, Alaska",51.07,-178.057,33.0,5.3,mwc,reviewed,us,hrv,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,61.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
121,usp000b97u,2002-08-03,2002.0,8.0,AK,"113 km SSW of Nikolski, Alaska",52.041,-169.656,33.0,4.8,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,56.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
122,usp000b9hd,2002-08-08,2002.0,8.0,AK,"188 km E of Atka, Alaska",52.01,-171.462,33.0,4.7,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,55.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
123,usp000b9r0,2002-08-12,2002.0,8.0,AK,"121 km S of Unalaska, Alaska",52.794,-166.742,33.0,4.8,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,56.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
124,usp000babs,2002-08-21,2002.0,8.0,AK,"126 km WSW of Adak, Alaska",51.476,-178.354,33.0,5.1,mwc,reviewed,us,hrv,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,59.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
125,usp000bae8,2002-08-22,2002.0,8.0,OR,off the coast of Oregon,43.921,-128.366,10.0,5.1,mwc,reviewed,us,hrv,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147432.8,120556.1,120556.1,2778.9,5349.2,20610.4,74271.7,0.023050679310296203,0.04437104385427199,0.17096107123571516,0.6160758352335551,0,0,1,1,54.0,144486.5,145094.2,133761.7,147432.8,154445.3,163046.1,168734.4,0.02039152446768375,0.02039152446768375,-0.004188313523214654,0.08472156080552205,0.0,0.04756404273675872,0.14448345280019106,0,1,0,0.0,0.0,0.0
126,usp000baea,2002-08-22,2002.0,8.0,OR,off the coast of Oregon,43.931,-128.425,10.0,4.7,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147432.8,120556.1,120556.1,2778.9,5349.2,20610.4,74271.7,0.023050679310296203,0.04437104385427199,0.17096107123571516,0.6160758352335551,0,0,1,1,50.0,144486.5,145094.2,133761.7,147432.8,154445.3,163046.1,168734.4,0.02039152446768375,0.02039152446768375,-0.004188313523214654,0.08472156080552205,0.0,0.04756404273675872,0.14448345280019106,0,1,0,0.0,0.0,0.0
127,usp000bb3x,2002-09-02,2002.0,9.0,OR,off the coast of Oregon,43.891,-128.366,21.3,5.2,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147432.8,120556.1,120556.1,2778.9,5349.2,20610.4,74271.7,0.023050679310296203,0.04437104385427199,0.17096107123571516,0.6160758352335551,0,0,1,0,55.0,144486.5,145094.2,133761.7,147432.8,154445.3,163046.1,168734.4,0.02039152446768375,0.02039152446768375,-0.004188313523214654,0.08472156080552205,0.0,0.04756404273675872,0.14448345280019106,0,1,0,0.0,0.0,0.0
128,usp000bb3y,2002-09-02,2002.0,9.0,OR,off the coast of Oregon,43.916,-128.243,19.1,5.7,mwb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147432.8,120556.1,120556.1,2778.9,5349.2,20610.4,74271.7,0.023050679310296203,0.04437104385427199,0.17096107123571516,0.6160758352335551,0,0,1,1,60.0,144486.5,145094.2,133761.7,147432.8,154445.3,163046.1,168734.4,0.02039152446768375,0.02039152446768375,-0.004188313523214654,0.08472156080552205,0.0,0.04756404273675872,0.14448345280019106,0,1,0,0.0,0.0,0.0
129,usp000bb4j,2002-09-02,2002.0,9.0,OR,off the coast of Oregon,43.972,-128.319,10.0,4.7,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147432.8,120556.1,120556.1,2778.9,5349.2,20610.4,74271.7,0.023050679310296203,0.04437104385427199,0.17096107123571516,0.6160758352335551,0,0,1,1,50.0,144486.5,145094.2,133761.7,147432.8,154445.3,163046.1,168734.4,0.02039152446768375,0.02039152446768375,-0.004188313523214654,0.08472156080552205,0.0,0.04756404273675872,0.14448345280019106,0,1,0,0.0,0.0,0.0
130,usp000bb4m,2002-09-02,2002.0,9.0,OR,off the coast of Oregon,44.01,-128.287,21.2,4.8,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147432.8,120556.1,120556.1,2778.9,5349.2,20610.4,74271.7,0.023050679310296203,0.04437104385427199,0.17096107123571516,0.6160758352335551,0,0,1,0,51.0,144486.5,145094.2,133761.7,147432.8,154445.3,163046.1,168734.4,0.02039152446768375,0.02039152446768375,-0.004188313523214654,0.08472156080552205,0.0,0.04756404273675872,0.14448345280019106,0,1,0,0.0,0.0,0.0
131,ak002be7alih,2002-09-05,2002.0,9.0,AK,"67 km ENE of Ouzinkie, Alaska",58.1809,-151.4703,45.8,5.2,mw,reviewed,ak,ak,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,60.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
132,usp000bd2s,2002-09-25,2002.0,9.0,AK,"58 km SW of Adak, Alaska",51.507,-177.247,33.0,4.6,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,54.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
133,ak002dlpsbnr,2002-10-23,2002.0,10.0,AK,"53 km ENE of Cantwell, Alaska",63.5144,-147.9116,4.2,6.6,mw,reviewed,ak,ak,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,1,1,1,84.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
134,usp000bf9j,2002-10-24,2002.0,10.0,AK,"220 km WSW of Adak, Alaska",51.174,-179.602,33.0,4.5,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,53.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
135,usp000bfmb,2002-10-29,2002.0,10.0,AK,"77 km SSE of Atka, Alaska",51.608,-173.6,33.0,4.8,mb,reviewed,us,us,232,7.9,4.886594827586207,-0.4,27.14727586206896,1,2.0,0.0,1.0,56.0,0.0,0.0,9.0,7.9,41904.7,29884.5,29884.5,313.8,1543.6,919.2,16148.5,0.01050042664257391,0.0516521942813164,0.030758419916679217,0.5403637337081095,1,0,1,0,56.0,40014.4,38428.1,39783.1,41904.7,41235.0,42880.1,44406.8,0.04724049342236784,0.04724049342236784,0.04127968856123521,-0.03405968866176844,0.0,-0.0159815008817626,0.05970929275236444,0,1,0,0.0018738811089360704,1.0,0.0
